"No.","Time","Source","Destination","Protocol","Length","Info"
"68907","98.766655","192.207.0.2","192.168.0.69","UDP","499","7329  >  63834 Len=457"
"68919","98.784088","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"68922","98.790531","192.207.0.2","192.168.0.69","UDP","384","7329  >  63834 Len=342"
"68943","98.822494","192.207.0.2","192.168.0.69","UDP","639","7329  >  63834 Len=597"
"68944","98.822494","192.207.0.2","192.168.0.69","UDP","166","7329  >  63834 Len=124"
"68970","98.856368","192.207.0.2","192.168.0.69","UDP","138","7329  >  63834 Len=96"
"68997","98.888802","192.207.0.2","192.168.0.69","UDP","80","7329  >  63834 Len=38"
"68999","98.889857","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69024","98.922497","192.207.0.2","192.168.0.69","UDP","276","7329  >  63834 Len=234"
"69030","98.928650","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69048","98.956827","192.207.0.2","192.168.0.69","UDP","216","7329  >  63834 Len=174"
"69069","98.987762","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69070","98.989204","192.207.0.2","192.168.0.69","UDP","115","7329  >  63834 Len=73"
"69092","99.019601","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69098","99.029833","192.207.0.2","192.168.0.69","UDP","762","7329  >  63834 Len=720"
"69099","99.029833","192.207.0.2","192.168.0.69","UDP","461","7329  >  63834 Len=419"
"69119","99.057756","192.207.0.2","192.168.0.69","UDP","189","7329  >  63834 Len=147"
"69139","99.086199","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69141","99.089332","192.207.0.2","192.168.0.69","UDP","64","7329  >  63834 Len=22"
"69165","99.123409","192.207.0.2","192.168.0.69","UDP","355","7329  >  63834 Len=313"
"69190","99.156445","192.207.0.2","192.168.0.69","UDP","89","7329  >  63834 Len=47"
"69214","99.193875","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69224","99.208080","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69233","99.218028","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"69236","99.221700","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69239","99.223408","192.207.0.2","192.168.0.69","UDP","375","7329  >  63834 Len=333"
"69262","99.257349","192.207.0.2","192.168.0.69","UDP","109","7329  >  63834 Len=67"
"69285","99.291592","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69290","99.296666","192.207.0.2","192.168.0.69","UDP","399","7329  >  63834 Len=357"
"69295","99.301003","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69311","99.322885","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69314","99.323879","192.207.0.2","192.168.0.69","UDP","509","7329  >  63834 Len=467"
"69359","99.386463","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69361","99.390261","192.207.0.2","192.168.0.69","UDP","72","7329  >  63834 Len=30"
"69388","99.423416","192.207.0.2","192.168.0.69","UDP","565","7329  >  63834 Len=523"
"69412","99.457354","192.207.0.2","192.168.0.69","UDP","96","7329  >  63834 Len=54"
"69434","99.485841","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69437","99.490120","192.207.0.2","192.168.0.69","UDP","77","7329  >  63834 Len=35"
"69462","99.525386","192.207.0.2","192.168.0.69","UDP","292","7329  >  63834 Len=250"
"69491","99.565874","192.207.0.2","192.168.0.69","UDP","496","7329  >  63834 Len=454"
"69494","99.570206","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69507","99.582696","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69515","99.593135","192.207.0.2","192.168.0.69","UDP","547","7329  >  63834 Len=505"
"69538","99.624993","192.207.0.2","192.168.0.69","UDP","562","7329  >  63834 Len=520"
"69562","99.659194","192.207.0.2","192.168.0.69","UDP","171","7329  >  63834 Len=129"
"69586","99.686586","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69613","99.724458","192.207.0.2","192.168.0.69","UDP","347","7329  >  63834 Len=305"
"69616","99.730111","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69635","99.757638","192.207.0.2","192.168.0.69","UDP","122","7329  >  63834 Len=80"
"69640","99.762740","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69652","99.791775","192.207.0.2","192.168.0.69","UDP","95","7329  >  63834 Len=53"
"69653","99.791775","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69667","99.822251","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69677","99.835229","192.207.0.2","192.168.0.69","UDP","537","7329  >  63834 Len=495"
"69678","99.835229","192.207.0.2","192.168.0.69","UDP","554","7329  >  63834 Len=512"
"69681","99.837444","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69688","99.858012","192.207.0.2","192.168.0.69","UDP","263","7329  >  63834 Len=221"
"69703","99.887634","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69706","99.891761","192.207.0.2","192.168.0.69","UDP","100","7329  >  63834 Len=58"
"69719","99.921323","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69723","99.924470","192.207.0.2","192.168.0.69","UDP","328","7329  >  63834 Len=286"
"69739","99.960904","192.207.0.2","192.168.0.69","UDP","82","7329  >  63834 Len=40"
"69752","99.992907","192.207.0.2","192.168.0.69","UDP","92","7329  >  63834 Len=50"
"69758","100.002457","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69763","100.020031","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69768","100.026569","192.207.0.2","192.168.0.69","UDP","555","7329  >  63834 Len=513"
"69781","100.058682","192.207.0.2","192.168.0.69","UDP","195","7329  >  63834 Len=153"
"69792","100.091187","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69798","100.100268","192.207.0.2","192.168.0.69","UDP","590","7329  >  63834 Len=548"
"69799","100.100268","192.207.0.2","192.168.0.69","UDP","223","7329  >  63834 Len=181"
"69814","100.126171","192.207.0.2","192.168.0.69","UDP","467","7329  >  63834 Len=425"
"69816","100.127872","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69831","100.159854","192.207.0.2","192.168.0.69","UDP","151","7329  >  63834 Len=109"
"69845","100.189019","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69846","100.192125","192.207.0.2","192.168.0.69","UDP","397","7329  >  63834 Len=355"
"69871","100.226049","192.207.0.2","192.168.0.69","UDP","368","7329  >  63834 Len=326"
"69893","100.260921","192.207.0.2","192.168.0.69","UDP","103","7329  >  63834 Len=61"
"69916","100.291181","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69922","100.294068","192.207.0.2","192.168.0.69","UDP","211","7329  >  63834 Len=169"
"69955","100.326505","192.207.0.2","192.168.0.69","UDP","522","7329  >  63834 Len=480"
"69976","100.358288","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"69984","100.367327","192.207.0.2","192.168.0.69","UDP","733","7329  >  63834 Len=691"
"69995","100.385943","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70000","100.393279","192.207.0.2","192.168.0.69","UDP","622","7329  >  63834 Len=580"
"70020","100.425517","192.207.0.2","192.168.0.69","UDP","545","7329  >  63834 Len=503"
"70021","100.425517","192.207.0.2","192.168.0.69","UDP","188","7329  >  63834 Len=146"
"70042","100.460905","192.207.0.2","192.168.0.69","UDP","397","7329  >  63834 Len=355"
"70047","100.462348","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70063","100.492324","192.207.0.2","192.168.0.69","UDP","150","7329  >  63834 Len=108"
"70065","100.492324","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70091","100.526050","192.207.0.2","192.168.0.69","UDP","329","7329  >  63834 Len=287"
"70095","100.531567","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70109","100.555419","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70110","100.558949","192.207.0.2","192.168.0.69","UDP","84","7329  >  63834 Len=42"
"70131","100.588823","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70134","100.592884","192.207.0.2","192.168.0.69","UDP","122","7329  >  63834 Len=80"
"70156","100.625920","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70162","100.636221","192.207.0.2","192.168.0.69","UDP","858","7329  >  63834 Len=816"
"70163","100.636221","192.207.0.2","192.168.0.69","UDP","576","7329  >  63834 Len=534"
"70176","100.656187","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70178","100.659992","192.207.0.2","192.168.0.69","UDP","198","7329  >  63834 Len=156"
"70197","100.686376","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70201","100.692915","192.207.0.2","192.168.0.69","UDP","317","7329  >  63834 Len=275"
"70226","100.724521","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70231","100.731811","192.207.0.2","192.168.0.69","UDP","610","7329  >  63834 Len=568"
"70232","100.731811","192.207.0.2","192.168.0.69","UDP","448","7329  >  63834 Len=406"
"70246","100.752920","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70253","100.759864","192.207.0.2","192.168.0.69","UDP","387","7329  >  63834 Len=345"
"70277","100.795124","192.207.0.2","192.168.0.69","UDP","690","7329  >  63834 Len=648"
"70286","100.805739","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70302","100.826984","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70303","100.827626","192.207.0.2","192.168.0.69","UDP","630","7329  >  63834 Len=588"
"70326","100.858156","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70329","100.860264","192.207.0.2","192.168.0.69","UDP","156","7329  >  63834 Len=114"
"70363","100.902464","192.207.0.2","192.168.0.69","UDP","717","7329  >  63834 Len=675"
"70364","100.902464","192.207.0.2","192.168.0.69","UDP","266","7329  >  63834 Len=224"
"70373","100.905998","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70385","100.921728","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70390","100.928405","192.207.0.2","192.168.0.69","UDP","837","7329  >  63834 Len=795"
"70413","100.960387","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70418","100.965371","192.207.0.2","192.168.0.69","UDP","849","7329  >  63834 Len=807"
"70419","100.965371","192.207.0.2","192.168.0.69","UDP","559","7329  >  63834 Len=517"
"70441","100.993151","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70443","100.994077","192.207.0.2","192.168.0.69","UDP","152","7329  >  63834 Len=110"
"70464","101.022381","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70469","101.027748","192.207.0.2","192.168.0.69","UDP","305","7329  >  63834 Len=263"
"70499","101.060789","192.207.0.2","192.168.0.69","UDP","186","7329  >  63834 Len=144"
"70519","101.090935","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70524","101.095387","192.207.0.2","192.168.0.69","UDP","315","7329  >  63834 Len=273"
"70549","101.128072","192.207.0.2","192.168.0.69","UDP","775","7329  >  63834 Len=733"
"70552","101.131059","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70559","101.140341","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70580","101.172861","192.207.0.2","192.168.0.69","UDP","769","7329  >  63834 Len=727"
"70581","101.172861","192.207.0.2","192.168.0.69","UDP","366","7329  >  63834 Len=324"
"70600","101.191099","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70607","101.196342","192.207.0.2","192.168.0.69","UDP","536","7329  >  63834 Len=494"
"70633","101.231199","192.207.0.2","192.168.0.69","UDP","274","7329  >  63834 Len=232"
"70634","101.231199","192.207.0.2","192.168.0.69","UDP","569","7329  >  63834 Len=527"
"70635","101.231199","192.207.0.2","192.168.0.69","UDP","335","7329  >  63834 Len=293"
"70658","101.261196","192.207.0.2","192.168.0.69","UDP","365","7329  >  63834 Len=323"
"70682","101.297364","192.207.0.2","192.168.0.69","UDP","269","7329  >  63834 Len=227"
"70685","101.298674","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70704","101.330908","192.207.0.2","192.168.0.69","UDP","759","7329  >  63834 Len=717"
"70705","101.330908","192.207.0.2","192.168.0.69","UDP","171","7329  >  63834 Len=129"
"70713","101.336667","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70737","101.365676","192.207.0.2","192.168.0.69","UDP","478","7329  >  63834 Len=436"
"70742","101.372591","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70754","101.388835","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"70760","101.394333","192.207.0.2","192.168.0.69","UDP","208","7329  >  63834 Len=166"
"70762","101.394856","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70780","101.428149","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70786","101.438641","192.207.0.2","192.168.0.69","UDP","413","7329  >  63834 Len=371"
"70787","101.438641","192.207.0.2","192.168.0.69","UDP","586","7329  >  63834 Len=544"
"70804","101.462754","192.207.0.2","192.168.0.69","UDP","546","7329  >  63834 Len=504"
"70816","101.475894","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70828","101.499091","192.207.0.2","192.168.0.69","UDP","632","7329  >  63834 Len=590"
"70831","101.499594","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70852","101.528288","192.207.0.2","192.168.0.69","UDP","358","7329  >  63834 Len=316"
"70857","101.534246","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70876","101.562927","192.207.0.2","192.168.0.69","UDP","302","7329  >  63834 Len=260"
"70900","101.594862","192.207.0.2","192.168.0.69","UDP","228","7329  >  63834 Len=186"
"70907","101.603384","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70924","101.627630","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70926","101.628448","192.207.0.2","192.168.0.69","UDP","207","7329  >  63834 Len=165"
"70949","101.663441","192.207.0.2","192.168.0.69","UDP","564","7329  >  63834 Len=522"
"70954","101.666297","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70975","101.697930","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"70981","101.705715","192.207.0.2","192.168.0.69","UDP","498","7329  >  63834 Len=456"
"70998","101.729090","192.207.0.2","192.168.0.69","UDP","450","7329  >  63834 Len=408"
"71002","101.733265","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71017","101.750311","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71023","101.759096","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71027","101.763679","192.207.0.2","192.168.0.69","UDP","231","7329  >  63834 Len=189"
"71042","101.794206","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71043","101.796705","192.207.0.2","192.168.0.69","UDP","133","7329  >  63834 Len=91"
"71061","101.829610","192.207.0.2","192.168.0.69","UDP","343","7329  >  63834 Len=301"
"71063","101.832351","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71080","101.863056","192.207.0.2","192.168.0.69","UDP","145","7329  >  63834 Len=103"
"71091","101.876910","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71101","101.893949","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71102","101.896702","192.207.0.2","192.168.0.69","UDP","231","7329  >  63834 Len=189"
"71122","101.927103","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71123","101.929083","192.207.0.2","192.168.0.69","UDP","189","7329  >  63834 Len=147"
"71147","101.968652","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71150","101.972845","192.207.0.2","192.168.0.69","UDP","682","7329  >  63834 Len=640"
"71159","101.993177","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71165","101.997229","192.207.0.2","192.168.0.69","UDP","433","7329  >  63834 Len=391"
"71166","101.997229","192.207.0.2","192.168.0.69","UDP","528","7329  >  63834 Len=486"
"71187","102.030530","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71189","102.031185","192.207.0.2","192.168.0.69","UDP","488","7329  >  63834 Len=446"
"71190","102.031185","192.207.0.2","192.168.0.69","UDP","482","7329  >  63834 Len=440"
"71191","102.031185","192.207.0.2","192.168.0.69","UDP","277","7329  >  63834 Len=235"
"71212","102.062358","192.207.0.2","192.168.0.69","UDP","148","7329  >  63834 Len=106"
"71229","102.090809","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71235","102.096469","192.207.0.2","192.168.0.69","UDP","331","7329  >  63834 Len=289"
"71260","102.130126","192.207.0.2","192.168.0.69","UDP","653","7329  >  63834 Len=611"
"71287","102.162888","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71288","102.165124","192.207.0.2","192.168.0.69","UDP","544","7329  >  63834 Len=502"
"71309","102.197885","192.207.0.2","192.168.0.69","UDP","513","7329  >  63834 Len=471"
"71314","102.202206","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71325","102.218191","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71338","102.246431","192.207.0.2","192.168.0.69","UDP","709","7329  >  63834 Len=667"
"71339","102.246431","192.207.0.2","192.168.0.69","UDP","484","7329  >  63834 Len=442"
"71359","102.277320","192.207.0.2","192.168.0.69","UDP","196","7329  >  63834 Len=154"
"71365","102.277320","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71382","102.297117","192.207.0.2","192.168.0.69","UDP","160","7329  >  63834 Len=118"
"71388","102.300416","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71404","102.330532","192.207.0.2","192.168.0.69","UDP","513","7329  >  63834 Len=471"
"71421","102.363878","192.207.0.2","192.168.0.69","UDP","152","7329  >  63834 Len=110"
"71442","102.396060","192.207.0.2","192.168.0.69","UDP","100","7329  >  63834 Len=58"
"71457","102.420574","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71463","102.431464","192.207.0.2","192.168.0.69","UDP","773","7329  >  63834 Len=731"
"71464","102.431464","192.207.0.2","192.168.0.69","UDP","233","7329  >  63834 Len=191"
"71480","102.453508","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71490","102.463716","192.207.0.2","192.168.0.69","UDP","194","7329  >  63834 Len=152"
"71514","102.499354","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71518","102.504176","192.207.0.2","192.168.0.69","UDP","486","7329  >  63834 Len=444"
"71520","102.508277","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71537","102.530130","192.207.0.2","192.168.0.69","UDP","327","7329  >  63834 Len=285"
"71543","102.534203","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71562","102.566568","192.207.0.2","192.168.0.69","UDP","188","7329  >  63834 Len=146"
"71585","102.594921","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71586","102.596704","192.207.0.2","192.168.0.69","UDP","210","7329  >  63834 Len=168"
"71610","102.630141","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71611","102.631570","192.207.0.2","192.168.0.69","UDP","309","7329  >  63834 Len=267"
"71636","102.664479","192.207.0.2","192.168.0.69","UDP","598","7329  >  63834 Len=556"
"71645","102.676310","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71656","102.691998","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71660","102.697370","192.207.0.2","192.168.0.69","UDP","165","7329  >  63834 Len=123"
"71744","102.730536","192.207.0.2","192.168.0.69","UDP","267","7329  >  63834 Len=225"
"71767","102.772212","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71770","102.774082","192.207.0.2","192.168.0.69","UDP","356","7329  >  63834 Len=314"
"71780","102.798680","192.207.0.2","192.168.0.69","UDP","757","7329  >  63834 Len=715"
"71782","102.799205","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71799","102.831838","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71801","102.832895","192.207.0.2","192.168.0.69","UDP","314","7329  >  63834 Len=272"
"71802","102.832895","192.207.0.2","192.168.0.69","UDP","543","7329  >  63834 Len=501"
"71803","102.832895","192.207.0.2","192.168.0.69","UDP","261","7329  >  63834 Len=219"
"71821","102.863949","192.207.0.2","192.168.0.69","UDP","100","7329  >  63834 Len=58"
"71823","102.863949","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71836","102.895144","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71837","102.898294","192.207.0.2","192.168.0.69","UDP","238","7329  >  63834 Len=196"
"71859","102.932487","192.207.0.2","192.168.0.69","UDP","689","7329  >  63834 Len=647"
"71860","102.932487","192.207.0.2","192.168.0.69","UDP","499","7329  >  63834 Len=457"
"71875","102.966189","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71878","102.970458","192.207.0.2","192.168.0.69","UDP","831","7329  >  63834 Len=789"
"71879","102.970458","192.207.0.2","192.168.0.69","UDP","507","7329  >  63834 Len=465"
"71891","102.998281","192.207.0.2","192.168.0.69","UDP","124","7329  >  63834 Len=82"
"71914","103.045345","192.207.0.2","192.168.0.69","UDP","696","7329  >  63834 Len=654"
"71915","103.045345","192.207.0.2","192.168.0.69","UDP","313","7329  >  63834 Len=271"
"71916","103.045345","192.207.0.2","192.168.0.69","UDP","593","7329  >  63834 Len=551"
"71925","103.061716","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71927","103.064869","192.207.0.2","192.168.0.69","UDP","202","7329  >  63834 Len=160"
"71937","103.096329","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71941","103.098722","192.207.0.2","192.168.0.69","UDP","159","7329  >  63834 Len=117"
"71955","103.131186","192.207.0.2","192.168.0.69","UDP","375","7329  >  63834 Len=333"
"71970","103.160942","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"71974","103.168011","192.207.0.2","192.168.0.69","UDP","325","7329  >  63834 Len=283"
"71995","103.198417","192.207.0.2","192.168.0.69","UDP","540","7329  >  63834 Len=498"
"72004","103.210890","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72020","103.234465","192.207.0.2","192.168.0.69","UDP","446","7329  >  63834 Len=404"
"72042","103.264622","192.207.0.2","192.168.0.69","UDP","100","7329  >  63834 Len=58"
"72065","103.300133","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72073","103.305264","192.207.0.2","192.168.0.69","UDP","398","7329  >  63834 Len=356"
"72089","103.331989","192.207.0.2","192.168.0.69","UDP","349","7329  >  63834 Len=307"
"72113","103.369066","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72115","103.369453","192.207.0.2","192.168.0.69","UDP","745","7329  >  63834 Len=703"
"72136","103.399243","192.207.0.2","192.168.0.69","UDP","205","7329  >  63834 Len=163"
"72140","103.400128","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72161","103.434075","192.207.0.2","192.168.0.69","UDP","429","7329  >  63834 Len=387"
"72174","103.454234","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72185","103.471561","192.207.0.2","192.168.0.69","UDP","786","7329  >  63834 Len=744"
"72189","103.473923","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72201","103.498957","192.207.0.2","192.168.0.69","UDP","215","7329  >  63834 Len=173"
"72205","103.501178","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72228","103.533417","192.207.0.2","192.168.0.69","UDP","547","7329  >  63834 Len=505"
"72230","103.538162","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72233","103.542489","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72243","103.559653","192.207.0.2","192.168.0.69","UDP","87","7329  >  63834 Len=45"
"72260","103.583647","192.207.0.2","192.168.0.69","UDP","588","7329  >  63834 Len=546"
"72261","103.583647","192.207.0.2","192.168.0.69","UDP","782","7329  >  63834 Len=740"
"72262","103.583647","192.207.0.2","192.168.0.69","UDP","398","7329  >  63834 Len=356"
"72275","103.599086","192.207.0.2","192.168.0.69","UDP","404","7329  >  63834 Len=362"
"72279","103.603926","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72304","103.641548","192.207.0.2","192.168.0.69","UDP","821","7329  >  63834 Len=779"
"72305","103.641548","192.207.0.2","192.168.0.69","UDP","767","7329  >  63834 Len=725"
"72308","103.644166","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72320","103.662911","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72323","103.666452","192.207.0.2","192.168.0.69","UDP","512","7329  >  63834 Len=470"
"72330","103.673169","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72345","103.699089","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72349","103.704599","192.207.0.2","192.168.0.69","UDP","636","7329  >  63834 Len=594"
"72369","103.733162","192.207.0.2","192.168.0.69","UDP","442","7329  >  63834 Len=400"
"72383","103.748168","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72397","103.770950","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72413","103.796609","192.207.0.2","192.168.0.69","UDP","699","7329  >  63834 Len=657"
"72414","103.796609","192.207.0.2","192.168.0.69","UDP","227","7329  >  63834 Len=185"
"72421","103.803139","192.207.0.2","192.168.0.69","UDP","371","7329  >  63834 Len=329"
"72428","103.810618","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72441","103.831590","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72467","103.869725","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72474","103.878508","192.207.0.2","192.168.0.69","UDP","573","7329  >  63834 Len=531"
"72475","103.878508","192.207.0.2","192.168.0.69","UDP","334","7329  >  63834 Len=292"
"72476","103.878508","192.207.0.2","192.168.0.69","UDP","583","7329  >  63834 Len=541"
"72488","103.885535","192.207.0.2","192.168.0.69","UDP","632","7329  >  63834 Len=590"
"72496","103.900014","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72513","103.921499","192.207.0.2","192.168.0.69","UDP","665","7329  >  63834 Len=623"
"72538","103.952186","192.207.0.2","192.168.0.69","UDP","350","7329  >  63834 Len=308"
"72551","103.971204","192.207.0.2","192.168.0.69","UDP","61","7329  >  63834 Len=19"
"72569","103.993984","192.207.0.2","192.168.0.69","UDP","684","7329  >  63834 Len=642"
